name,aliases,place,wikidata,coordinates,region,ru_group,usage
holubivka,golubivka;golubovka;holubivka;holubovka;голубовка;голубівка,village,Q4142500,"[33.793941, 52.23827]",sumy oblast,sever group of forces,0
krenydivka,krenydivka;krenydovka;кренидовка;кренидівка,village,Q4240220,"[33.459888, 52.23793]",sumy oblast,sever group of forces,0
troitske,troickoe;troitske;troitskoe;troitskoye;троицкое;троїцьке,hamlet,Q4463612,"[33.813496, 52.233322]",sumy oblast,sever group of forces,0
poliske,poliske;полесское;поліське,hamlet,Q4369790,"[33.739178, 52.221775]",sumy oblast,sever group of forces,0
chetvertakove,chetvertakove;kim;четвертакове;четвертаково,hamlet,Q4220639,"[33.5289, 52.23003]",sumy oblast,sever group of forces,0
yasna poliana,yasna poliana;yasna polyana;yasnaya polyana;ясна поляна;ясная поляна,hamlet,Q4539343,"[33.803295, 52.229336]",sumy oblast,sever group of forces,0
khliborob,khliborob;хлебороб;хлібороб,village,Q4498103,"[33.97316, 52.226261]",sumy oblast,sever group of forces,0
ochkyne,ochkyne;очкине;очкино,village,Q4340738,"[33.372002, 52.225571]",sumy oblast,sever group of forces,0
velyka berizka,bolshaya berizka;velyka berizka;велика берізка;великая березка,village,Q4106225,"[33.846272, 52.216949]",sumy oblast,sever group of forces,0
zhuravka,zhuravka;журавка,village,Q4181688,"[33.41045, 52.201542]",sumy oblast,sever group of forces,0
chyhyn,chyhyn;чигин,village,Q4515661,"[33.574593, 52.200764]",sumy oblast,sever group of forces,0
peremoha,peremoga;peremoha;перемога,hamlet,Q4350609,"[33.880459, 52.193981]",sumy oblast,sever group of forces,0
zarichne,sverdlove;zarichne;заречное;зарічне;свердлове;свердлово,village,Q4410139,"[34.007496, 52.18924]",sumy oblast,sever group of forces,0
seredyna buda,seredyna buda;середина буда;середина-буда,town,Q2353496,"[34.0306022, 52.1886906]",sumy oblast,sever group of forces,0
uralove,uralove;уралове;уралово,village,Q4476682,"[33.555679, 52.187462]",sumy oblast,sever group of forces,0
krasychka,krasychka;красичка,village,Q4237855,"[33.759609, 52.186432]",sumy oblast,sever group of forces,0
rudnia,rudnia;рудня,village,Q4399669,"[33.620911, 52.184029]",sumy oblast,sever group of forces,0
borovychi,borovychi;боровичи;боровичі,village,Q4094298,"[33.365822, 52.182652]",sumy oblast,sever group of forces,0
hutko ozhynka,hutko ozhynka;гутко ожинка;гутко-ожинка,village,Q4153015,"[33.713261, 52.175098]",sumy oblast,sever group of forces,0
lukashenkove,lukashenkove;лукашенкове;лукашенковское;лукашенківське,village,Q4268758,"[33.821411, 52.174412]",sumy oblast,sever group of forces,0
taboryshche,taboryshche;таборище,village,Q4449295,"[33.447189, 52.167889]",sumy oblast,sever group of forces,0
luh,luh;луг,hamlet,Q4267874,"[33.803211, 52.167549]",sumy oblast,sever group of forces,0
zhykhove,zhykhove;жихове;жихово,village,Q4180775,"[33.694382, 52.165829]",sumy oblast,sever group of forces,0
khylchychi,khylchychi;хильчичи;хильчичі,village,Q4497634,"[33.466412, 52.161709]",sumy oblast,sever group of forces,0
prohres,krasnyi prohres;progress;prohres;красный прогресс;прогрес;прогресс;сорокин;червоний прогрес,village,Q4239598,"[34.036331, 52.161018]",sumy oblast,sever group of forces,0
kryvonosivka,kryvonosivka;kryvonosovka;кривоносовка;кривоносівка,village,Q4240804,"[33.43758, 52.151409]",sumy oblast,sever group of forces,0
lisova poliana,lisova poliana;лесовая поляна;лісова поляна,hamlet,Q4259803,"[33.926472, 52.14764]",sumy oblast,sever group of forces,0
romashkove,romashkove;ромашкове;ромашково,village,Q4397525,"[33.9569223, 52.1480783]",sumy oblast,sever group of forces,0
pyharivka,pyharivka;pyharovka;пигаревка;пигарівка,village,Q4362421,"[33.83308, 52.145229]",sumy oblast,sever group of forces,0
demchenkove,demchenkove;демченкове;демченково,hamlet,Q4157737,"[33.917046, 52.140347]",sumy oblast,sever group of forces,0
nova sparta,nova sparta;novaya sparta;нова спарта;новая спарта,village,Q4322335,"[33.675499, 52.13287]",sumy oblast,sever group of forces,0
rih,rih;рог;ріг,hamlet,Q4395334,"[33.755489, 52.13081]",sumy oblast,sever group of forces,0
hlazove,hlazove;глазове;глазово,village,Q4139459,"[33.472252, 52.13047]",sumy oblast,sever group of forces,0
shalymivka,shalymivka;shalymovka;шалимовка;шалимівка,hamlet,Q4519704,"[33.9925469, 52.1280006]",sumy oblast,sever group of forces,0
porokhon,porokhon;порохань;порохонь,village,Q4373154,"[34.0710892, 52.1262874]",sumy oblast,sever group of forces,0
novovolodymyrivka,novovolodymyrivka;novovolodymyrovka;нововладимировка;нововолодимирівка,village,Q4323350,"[34.073776, 52.112808]",sumy oblast,sever group of forces,0
dibrivka,dibrivka;dibrovka;dibrovke;дибровка;дібрівка,village,Q4161180,"[33.595501, 52.113651]",sumy oblast,sever group of forces,0
rozhkovychi,rozhkovychi;рожковичи;рожковичі,village,Q4396324,"[34.0727277, 52.1056758]",sumy oblast,sever group of forces,0
kamianka,kamenka;kamianka;kamjanka;kamyanka;кам'янка;каменка;камянка,village,Q4210992,"[33.8890534, 52.097355]",sumy oblast,sever group of forces,0
feofilivka,feofilivka;feofilovka;феофиловка;феофілівка,hamlet,Q4482904,"[33.693352, 52.098541]",sumy oblast,sever group of forces,0
vovna,vovna;вовна,village,Q4113883,"[33.60889, 52.08961]",sumy oblast,sever group of forces,0
sytne,sytne;ситне;сытное,village,Q4448256,"[33.9833346, 52.0909979]",sumy oblast,sever group of forces,0
stepne,stepne;stepnoe;stepnoye;степне;степное;юринівка,village,Q4442121,"[33.756519, 52.083092]",sumy oblast,sever group of forces,0
doroshenkove,doroshenkove;дорошенкове;дорошенково,hamlet,Q4167071,"[33.839611, 52.064209]",sumy oblast,sever group of forces,0
kaliivka,kaliivka;kaliovka;калиевка;каліївка,village,Q4209360,"[33.541134, 52.063099]",sumy oblast,sever group of forces,0
hudivshchyna,hudivshchyna;гудовщина;гудівщина,hamlet,Q4151628,"[33.603401, 52.060768]",sumy oblast,sever group of forces,0
romankove,romankove;романькове;романьково,hamlet,Q4397457,"[33.85746, 52.052879]",sumy oblast,sever group of forces,0
dovzhyk,dolzhik;dolzhyk;dovzhik;dovzhyk;довжик;должик,village,Q4164844,"[33.8900614, 52.0475515]",sumy oblast,sever group of forces,0
obiednane,obiednane;об'єднане;объединенное;обєднане,hamlet,Q4330393,"[34.073071, 52.046009]",sumy oblast,sever group of forces,0
palashchenkove,palashchenkove;палащенкове;палащенково,hamlet,Q4342506,"[33.830181, 52.054371]",sumy oblast,sever group of forces,0
kosynske,kosynske;косинское;косинське,hamlet,Q4234894,"[33.832539, 52.04015]",sumy oblast,sever group of forces,0
oleksandrivske,oleksandrivske;oleksandrovskoye;александровское;олександрівське,hamlet,Q2687192,"[33.787079, 52.04155]",sumy oblast,sever group of forces,0
mykytske,mykytske;микитське;никитское,hamlet,Q4319904,"[34.0919177, 52.0414197]",sumy oblast,sever group of forces,0
doroshivka,doroshivka;doroshovka;дорошовка;дорошівка,village,Q4167085,"[33.8502145, 52.0345944]",sumy oblast,sever group of forces,0
buhor,buhor;бугор,hamlet,Q4097789,"[33.97488, 52.03331]",sumy oblast,sever group of forces,0
vasylets,vasylets;василец;василець,hamlet,Q4104368,"[33.8847497, 52.0299362]",sumy oblast,sever group of forces,0
chuikivka,chuikivka;chuikovka;чуйковка;чуйківка,village,Q4517802,"[34.004742, 52.029881]",sumy oblast,sever group of forces,0
bazelivshchyna,bazelivshchyna;базелевщина;базелівщина,hamlet,Q4075225,"[33.804241, 52.02747]",sumy oblast,sever group of forces,0
shatryshche,shatryshche;шатрище,village,Q4520946,"[33.690948, 52.02541]",sumy oblast,sever group of forces,0
derazhnia,derazhnia;деражня,hamlet,Q4158645,"[33.717041, 52.01786]",sumy oblast,sever group of forces,0
skobychivske,skobychivske;skobychovskoye;скобичівське;скобычевское,hamlet,Q4422031,"[33.654209, 52.016491]",sumy oblast,sever group of forces,0
svirzh,svirzh;свирж;свірж,village,Q4410800,"[33.408051, 52.00996]",sumy oblast,sever group of forces,0
bilytsia,bilytsia;белица;білиця,village,Q4081978,"[33.75687, 52.009621]",sumy oblast,sever group of forces,0
lisne,komintern;lisne;lisnoe;lisnoye;комінтерн;лесное;лісне,hamlet,Q4229576,"[33.63121, 52.008591]",sumy oblast,sever group of forces,0
rodionivka,rodionivka;rodionovka;родионовка;родіонівка,hamlet,Q4395854,"[34.086632, 52.000107]",sumy oblast,sever group of forces,0
ostroushky,ostroushky;остроушки,village,Q4339145,"[33.352772, 52.00378]",sumy oblast,sever group of forces,0
antonivka,antonivka;antonovka;антоновка;антонівка,village,Q4067498,"[33.586578, 52.00275]",sumy oblast,sever group of forces,0
lomlenka,lomlenka;ломленка,hamlet,Q4266201,"[34.131432, 51.993832]",sumy oblast,sever group of forces,0
papirnia,papirnia;папирня;папірня,hamlet,Q4344691,"[33.7309029, 51.9901399]",sumy oblast,sever group of forces,0
chyzhykove,chyzhykove;чижикове;чижиково,hamlet,Q4515754,"[33.800381, 51.988056]",sumy oblast,sever group of forces,0
ivot,ivot;ивот;івот,village,Q4197269,"[33.483582, 51.986271]",sumy oblast,sever group of forces,0
rudenka,rudenka;руденка,village,Q4399339,"[34.0477792, 51.9829349]",sumy oblast,sever group of forces,0
nepliuieve,nepliuieve;неплюево;неплюєве,village,Q4317312,"[33.84853, 51.980091]",sumy oblast,sever group of forces,0
pohrebky,korotchenkove;pohrebky;погребки;погрібки,village,Q4234156,"[33.385731, 51.978722]",sumy oblast,sever group of forces,0
ivotka,ivotka;ивотка;івотка,hamlet,Q4197271,"[33.799091, 51.970821]",sumy oblast,sever group of forces,0
rostov,rostov;ростов,village,Q4398444,"[33.74485, 51.960522]",sumy oblast,sever group of forces,0
demianivka,demianivka;demianovka;demyanovka;дем'янівка;демьяновка;демянівка,hamlet,Q4157793,"[34.1238788, 51.9556222]",sumy oblast,sever group of forces,0
prudyshche,prudyshche;прудище,village,Q4382437,"[33.724941, 51.953999]",sumy oblast,sever group of forces,0
svesa,svesa;свеса;свесса,town,Q637218,"[33.93299, 51.94816]",sumy oblast,sever group of forces,0
yampil,yampil;ямполь;ямполь сумская область;ямпіль,town,Q1967911,"[33.778454, 51.9481126]",sumy oblast,sever group of forces,0
orlivka,orlivka;orlovka;орловка;орлівка,village,Q4336810,"[33.8935913, 51.93778]",sumy oblast,sever group of forces,0
shevchenkove,shevchenko;shevchenkove;shevchenkovo;шевченкове;шевченково,village,Q4522257,"[33.919258, 51.928249]",sumy oblast,sever group of forces,0
shkyrmanivka,shkyrmanivka;shkyrmanovka;шкирмановка;шкирманівка,village,Q4524985,"[33.581081, 51.921391]",sumy oblast,sever group of forces,0
baranivka,baranivka;baranovka;барановка;баранівка,village,Q4077813,"[34.1854407, 51.9246924]",sumy oblast,sever group of forces,0
krupets,krupets;крупец;крупець,village,Q4242200,"[33.5340849, 51.9182903]",sumy oblast,sever group of forces,0
pyrohivka,pyrohivka;pyrohovka;пироговка;пирогівка,village,Q4363373,"[33.285343, 51.914936]",sumy oblast,sever group of forces,0
veselyi hai,veselyi hai;веселий гай;весёлый гай,hamlet,Q4109904,"[34.142761, 51.91349]",sumy oblast,sever group of forces,0
mykytivka,mykytivka;mykytovka;микитівка;никитовка,village,Q4319877,"[33.972031, 51.906441]",sumy oblast,sever group of forces,0
pryvokzalne,privokzalne;privokzalnoe;privokzalnoye;pryvokzalne;привокзальне;привокзальное,village,Q4377877,"[33.73867, 51.909031]",sumy oblast,sever group of forces,0
imshana,imshana;имшана;імшана,village,Q4200438,"[33.778809, 51.908382]",sumy oblast,sever group of forces,0
muraveinia,muraveinia;муравейня,hamlet,Q4307637,"[34.200089, 51.906971]",sumy oblast,sever group of forces,0
obrazhiivka,obrazhiivka;obrazhiovka;ображиевка;ображіївка,village,Q4329706,"[33.4132, 51.90662]",sumy oblast,sever group of forces,0
paliivka,paliivka;paliovka;палиевка;паліївка,village,Q4342614,"[33.634487, 51.90765]",sumy oblast,sever group of forces,0
rzhane,rzhane;ржане;ржаное,village,Q4394196,"[33.902431, 51.90559]",sumy oblast,sever group of forces,0
myronivka,mironivka;mironovka;myronivka;myronovka;мироновка;миронівка,village,Q7224847,"[33.5519, 51.89941]",sumy oblast,sever group of forces,0
hyryne,hyryne;гирине;гирино,village,Q4138908,"[34.026371, 51.896671]",sumy oblast,sever group of forces,0
stepanivka,stepanivka;stepanovka;степановка;степанівка,hamlet,Q4441942,"[34.103958, 51.89323]",sumy oblast,sever group of forces,0
fotovyzh,fotovyzh;фотовиж,village,Q4492180,"[34.19495, 51.8922]",sumy oblast,sever group of forces,0
rozhdestvenske,rozhdestvenske;рождественское;рождественське,hamlet,Q4396221,"[33.84441, 51.890831]",sumy oblast,sever group of forces,0
kniazhychi,kniazhychi;княжичи;княжичі,village,Q4224890,"[34.053841, 51.889462]",sumy oblast,sever group of forces,0
zoryne,zoryne;зорине;зорино,village,Q4193979,"[33.987579, 51.883621]",sumy oblast,sever group of forces,0
okip,okip;окоп;окіп,hamlet,Q4332661,"[33.788448, 51.880192]",sumy oblast,sever group of forces,0
sorokovyi klyn,sorokovyi klyn;сороковий клин;сороковый клин,hamlet,Q4429279,"[33.897282, 51.875721]",sumy oblast,sever group of forces,0
dibrova,dibrova;dibrovka;dibrovoe;диброва;діброва,hamlet,Q4161156,"[33.75721, 51.874691]",sumy oblast,sever group of forces,0
bohdanka,bohdanka;богданка,village,Q4089200,"[33.374954, 51.868641]",sumy oblast,sever group of forces,0
smykarivka,smykarivka;smykarovka;смикарівка;смыкаревка,hamlet,Q4425311,"[34.12241, 51.87072]",sumy oblast,sever group of forces,0
vozdvyzhenske,vozdvyzhenske;воздвиженское;воздвиженське,village,Q4114722,"[33.85815, 51.869888]",sumy oblast,sever group of forces,0
smolyne,smolyne;смолине;смолино,hamlet,Q4425029,"[34.141041, 51.869541]",sumy oblast,sever group of forces,0
narbutivka,narbutivka;narbutovka;нарбутовка;нарбутівка,village,Q4313084,"[33.998005, 51.862259]",sumy oblast,sever group of forces,0
hremiachka,hremiachka;грем'ячка;гремячка,village,Q4148600,"[33.808708, 51.861992]",sumy oblast,sever group of forces,0
sobych,sobych;собич,village,Q4425777,"[33.260761, 51.861649]",sumy oblast,sever group of forces,0
zelena dibrova,zelena dibrova;зелена діброва;зеленая диброва;зелёная диброва,hamlet,Q4190591,"[33.926472, 51.858559]",sumy oblast,sever group of forces,0
khodunia,khodunia;ходуня,hamlet,Q4498811,"[34.098129, 51.855122]",sumy oblast,sever group of forces,0
sopych,sopych;сопич;сопычь,village,Q4428975,"[34.361111, 51.848598]",sumy oblast,sever group of forces,0
tovstodubove,tovstodubove;товстодубове;толстодубово,village,Q4459909,"[34.247822, 51.846882]",sumy oblast,sever group of forces,0
pustohorod,pustohorod;пустогород,village,Q4384028,"[34.133385, 51.846481]",sumy oblast,sever group of forces,0
hamaliivka,hamaliivka;hamaliovka;гамалиевка;гамаліївка,village,Q4132967,"[33.562538, 51.845509]",sumy oblast,sever group of forces,0
hovorunove,hovorunove;говорунове;говоруново,village,Q4140915,"[33.877369, 51.845169]",sumy oblast,sever group of forces,0
kovtunove,kovtunove;ковтунове;ковтуново,village,Q4225884,"[33.405991, 51.844479]",sumy oblast,sever group of forces,0
masenzivka,masenzivka;masenzovka;масензівка;месензовка,hamlet,Q4291256,"[34.023972, 51.842758]",sumy oblast,sever group of forces,0
orliv yar,orliv yar;орлов яр;орлів яр,isolated_dwelling,Q4336734,"[34.079929, 51.840019]",sumy oblast,sever group of forces,0
chorni lozy,chorni lozy;черные лозы;чорні лози;чёрные лозы,village,Q4518741,"[33.355862, 51.836578]",sumy oblast,sever group of forces,0
lisne,lisne;lisnoe;lisnoye;лесное;лісне,hamlet,Q4259647,"[33.18832, 51.832119]",sumy oblast,sever group of forces,0
olyne,olyne;олине;олино,village,Q4333917,"[33.796349, 51.83075]",sumy oblast,sever group of forces,0
zhalkivshchyna,zhalkivshchyna;жалковщина;жалківщина,hamlet,Q4177952,"[33.97179, 51.82663]",sumy oblast,sever group of forces,0
mala slobidka,mala slobidka;malaya slobidka;мала слобідка;малая слободка,hamlet,Q4277343,"[34.248852, 51.822849]",sumy oblast,sever group of forces,0
potapivka,potapivka;potapovka;потаповка;потапівка,hamlet,Q4374672,"[34.405399, 51.82011]",sumy oblast,sever group of forces,0
sobycheve,sobycheve;собичеве;собичево,village,Q3658203,"[33.698158, 51.81633]",sumy oblast,sever group of forces,0
vilna sloboda,vilna sloboda;вольная слобода;вільна слобода,village,Q4124516,"[34.229279, 51.813931]",sumy oblast,sever group of forces,0
shakutivshchyna,shakutivshchyna;шакутовщина;шакутівщина,hamlet,Q4519599,"[33.875309, 51.81015]",sumy oblast,sever group of forces,0
benzyky,benzyky;бензики,hamlet,Q4083780,"[33.2115734, 51.8078844]",sumy oblast,sever group of forces,0
zabolotne,zabolotne;заболотне;заболотное,village,Q4182522,"[33.282051, 51.80706]",sumy oblast,sever group of forces,0
esman,chervone;esman;есмань;эсмань,village,Q4532756,"[34.034069, 51.812695]",sumy oblast,sever group of forces,0
odradne,odradne;одрадне;отрадное,hamlet,Q4339968,"[33.969379, 51.804661]",sumy oblast,sever group of forces,0
ivashchenkove,ivashchenkove;иващенково;іващенкове,village,Q4197114,"[33.8423188, 51.8063972]",sumy oblast,sever group of forces,0
solotvyne,solotvyne;солотвине;солотвино,village,Q4428458,"[33.306431, 51.80225]",sumy oblast,sever group of forces,0
hukove,hukove;гукове;гуково,village,Q4151767,"[33.558079, 51.800541]",sumy oblast,sever group of forces,0
korenok,korenok;кореньок;корёнек,village,Q4232882,"[34.327808, 51.79882]",sumy oblast,sever group of forces,0
chervonyi pakhar,chervonyi pakhar;червоний пахар;червоный пахарь,locality,Q4512465,"[34.286961, 51.797791]",sumy oblast,sever group of forces,0
horile,horile;горелое;горіле,village,Q4144048,"[33.942951, 51.795391]",sumy oblast,sever group of forces,0
luzhky,luzhky;лужки,village,Q4268226,"[34.144131, 51.79298]",sumy oblast,sever group of forces,0
popivshchyna,popivshchyna;поповщина;попівщина,locality,Q4372866,"[33.987919, 51.791271]",sumy oblast,sever group of forces,0
dolyna,dolyna;долина,hamlet,Q4164901,"[33.75893, 51.78989]",sumy oblast,sever group of forces,0
sukhodil,sukhodil;суходол;суходіл,village,Q4447186,"[34.253651, 51.786121]",sumy oblast,sever group of forces,0
kryvenkove,kryvenkove;кривенкове;кривенково,village,Q4240669,"[33.878399, 51.781311]",sumy oblast,sever group of forces,0
klochkivka,klochkivka;klochkovka;клочковка;клочківка,village,Q4224153,"[33.9711, 51.779942]",sumy oblast,sever group of forces,0
bobylivka,bobylivka;bobylovka;бобилівка;бобылевка,hamlet,Q4088909,"[34.413441, 51.778248]",sumy oblast,sever group of forces,0
tymanivka,tymanivka;tymanovka;тимановка;тиманівка,village,Q4457322,"[33.1282347, 51.7717135]",sumy oblast,sever group of forces,0
masykiv,masykiv;масиков;масиків,village,Q4283797,"[33.4006511, 51.7676728]",sumy oblast,sever group of forces,0
klyshky,klyshky;клишки,village,Q4224003,"[33.2999, 51.765171]",sumy oblast,sever group of forces,0
slout,slout;слоут,village,Q4423972,"[33.7964616, 51.7599742]",sumy oblast,sever group of forces,0
ulanove,ulanove;уланове;уланово,village,Q4470868,"[34.301029, 51.758991]",sumy oblast,sever group of forces,0
chervona zoria,chervona zoria;червона зоря;червоная заря,hamlet,Q4512067,"[34.431568, 51.758396]",sumy oblast,sever group of forces,0
topolia,topolia;тополя,hamlet,Q4460803,"[34.199749, 51.755562]",sumy oblast,sever group of forces,0
voznesenske,voznesenske;вознесенское;вознесенське,hamlet,Q4114896,"[34.003712, 51.749722]",sumy oblast,sever group of forces,0
yastrubshchyna,yastrubshchyna;ястребщина;яструбщина,village,Q4539527,"[34.258461, 51.748009]",sumy oblast,sever group of forces,0
huta,huta;гута,village,Q4152961,"[33.620911, 51.744228]",sumy oblast,sever group of forces,0
khotmynivka,khotmynivka;khotmynovka;хотминовка;хотминівка,village,Q4500378,"[33.985859, 51.742512]",sumy oblast,sever group of forces,0
hodunivka,hodunivka;hodunovka;годуновка;годунівка,village,Q4141200,"[33.955746, 51.741909]",sumy oblast,sever group of forces,0
kucherivka,kucherivka;kucherovka;кучеровка;кучерівка,village,Q4249975,"[34.188419, 51.734619]",sumy oblast,sever group of forces,0
bila bereza,bila bereza;белая береза;біла береза,hamlet,Q4081599,"[34.341541, 51.733929]",sumy oblast,sever group of forces,0
bereza,bereza;береза,village,Q4084371,"[33.8753315, 51.7311446]",sumy oblast,sever group of forces,0
vyshenky,vyshenky;вишенки;вишеньки,hamlet,Q4112630,"[34.210388, 51.731178]",sumy oblast,sever group of forces,0
sydorivka,sydorivka;sydorovka;сидоровка;сидорівка,hamlet,Q4418881,"[34.4201651, 51.7244467]",sumy oblast,sever group of forces,0
kurdiumivka,kurdiumivka;kurdiumovka;курдюмовка;курдюмівка,hamlet,Q4248213,"[33.51482, 51.727058]",sumy oblast,sever group of forces,0
kholodivshchyna,kholodivshchyna;холодовщина;холодівщина,hamlet,Q4499386,"[33.39603, 51.724319]",sumy oblast,sever group of forces,0
moskalenky,moskalenky;москаленки,village,Q4303634,"[34.007149, 51.71986]",sumy oblast,sever group of forces,0
komarivka,komarivka;komarovka;комаровка;комарівка,village,Q4229340,"[34.29726, 51.71814]",sumy oblast,sever group of forces,0
pyrotchyne,pyrotchyne;пиротчине;пиротчино,hamlet,Q4363461,"[33.438477, 51.715172]",sumy oblast,sever group of forces,0
chapliivka,chapliivka;chapliovka;чаплиевка;чапліївка,village,Q4507248,"[33.21957, 51.715389]",sumy oblast,sever group of forces,0
kushkyne,kushkyne;кушкине;кушкино,hamlet,Q4250216,"[33.53886, 51.71368]",sumy oblast,sever group of forces,0
kharkivka,kharkivka;kharkovka;харківка;харьковка,village,Q4496220,"[34.240608, 51.70406]",sumy oblast,sever group of forces,0
pryvillia,privolia;privolya;privolye;pryvillia;приволье;привілля,village,Q4377913,"[34.018822, 51.703381]",sumy oblast,sever group of forces,0
hrechky,hrechky;гречки;гречкино,village,Q4148802,"[33.396381, 51.703381]",sumy oblast,sever group of forces,0
lushnyky,lushnyky;лушники,village,Q4270442,"[33.187641, 51.70097]",sumy oblast,sever group of forces,0
peremoha,peremoga;peremoha;перемога,hamlet,Q4350601,"[33.499371, 51.70063]",sumy oblast,sever group of forces,0
kyivske,kyivske;kyovskoye;moskovske;київське;московское;московське,village,Q4304372,"[33.344879, 51.697201]",sumy oblast,sever group of forces,0
studenok,studenok;студенок,village,Q4444511,"[34.125938, 51.69239]",sumy oblast,sever group of forces,0
vasylkivshchyna,vasylkivshchyna;васильковщина;васильківщина,hamlet,Q4104951,"[33.43449, 51.69136]",sumy oblast,sever group of forces,0
zemlianka,zemlianka;землянка,village,Q4191165,"[33.622631, 51.691021]",sumy oblast,sever group of forces,0
zarichchia,zarichchia;заречье;заріччя,village,Q4187392,"[33.349323, 51.683521]",sumy oblast,sever group of forces,0
shevchenkove,shevchenko;shevchenkove;shevchenkovo;чорториги;шевченкове;шевченково,village,Q4522211,"[33.677212, 51.682781]",sumy oblast,sever group of forces,0
budivelne,budivelne;будивельное;будівельне,village,Q4098044,"[34.059087, 51.6782436]",sumy oblast,sever group of forces,0
vorontsove,vorontsove;воронцове;воронцово,village,Q7291702,"[33.459751, 51.678371]",sumy oblast,sever group of forces,0
bilokopytove,bilokopytove;белокопытово;білокопитове,village,Q4082540,"[34.06311, 51.667671]",sumy oblast,sever group of forces,0
bilohryve,bilohryve;белогривое;білогриве,village,Q4082364,"[33.43689, 51.663891]",sumy oblast,sever group of forces,0
pohorilivka,pohorilivka;pohorilovka;погореловка;погорілівка,village,Q4366688,"[33.167042, 51.662861]",sumy oblast,sever group of forces,0
shliakh,shliakh;шлях,village,Q4525524,"[33.457489, 51.660801]",sumy oblast,sever group of forces,0
didivshchyna,didivshchyna;дедовщина;дідівщина,village,Q4156763,"[33.383224, 51.669174]",sumy oblast,sever group of forces,0
zarutske,zarutske;заруцкое;заруцьке,village,Q4187679,"[34.0266318, 51.6559348]",sumy oblast,sever group of forces,0
sliporod,sliporod;слепород;сліпород,village,Q4423354,"[33.8464942, 51.6509537]",sumy oblast,sever group of forces,0
pionerske,pionerske;пионерское;піонерське,locality,Q4363167,"[33.282742, 51.653591]",sumy oblast,sever group of forces,0
katerynivka,katerinovka;katerynivka;katerynovka;катериновка;катеринівка,village,Q4217319,"[34.098446, 51.650467]",sumy oblast,sever group of forces,0
medvedeve,medvedeve;медведеве;медведево,hamlet,Q4287366,"[33.341438, 51.648788]",sumy oblast,sever group of forces,0
pasika,pasika;пасека;пасіка,village,Q4346412,"[33.4132, 51.646729]",sumy oblast,sever group of forces,0
poloshky,poloshky;полошки,village,Q4370745,"[33.804932, 51.646381]",sumy oblast,sever group of forces,0
hubarivshchyna,hubarivshchyna;губаревщина;губарівщина,village,Q4151296,"[33.268318, 51.642262]",sumy oblast,sever group of forces,0
luch,luch;луч,hamlet,Q4270076,"[33.433662, 51.641354]",sumy oblast,sever group of forces,0
khreshchatyk,khreshchatyk;крещатик;хрещатик,village,Q4240553,"[33.365479, 51.640549]",sumy oblast,sever group of forces,0
dubovychi,dubovychi;дубовичи;дубовичі,village,Q4169420,"[33.579708, 51.638142]",sumy oblast,sever group of forces,0
oblozhky,oblozhky;обложки,village,Q4329343,"[33.743481, 51.635052]",sumy oblast,sever group of forces,0
tarasivka,tarasivka;tarasovka;тарасовка;тарасівка,hamlet,Q4451765,"[33.470181, 51.627831]",sumy oblast,sever group of forces,0
sosnivka,sosnivka;sosnovka;сосновка;соснівка;шутівка,village,Q4429561,"[34.056931, 51.627838]",sumy oblast,sever group of forces,0
obtove,obtove;обтове;обтово,village,Q4330033,"[33.214069, 51.625439]",sumy oblast,sever group of forces,0
sazhalky,sazhalky;сажалки,hamlet,Q4404967,"[33.359703, 51.623398]",sumy oblast,sever group of forces,0
starykove,starykove;старикове;стариково,village,Q4439896,"[34.146881, 51.620979]",sumy oblast,sever group of forces,0
nekrasove,nekrasove;некрасове;некрасово,village,Q4316625,"[33.8683918, 51.6216113]",sumy oblast,sever group of forces,0
svarkove,svarkove;сваркове;сварково,village,Q4409964,"[34.031181, 51.61446]",sumy oblast,sever group of forces,0
nizhynske,nizhynske;нежинское;ніжинське,hamlet,Q4316209,"[33.358337, 51.611942]",sumy oblast,sever group of forces,0
kravchenkove,kravchenkove;кравченкове;кравченково,hamlet,Q4237383,"[33.945011, 51.61034]",sumy oblast,sever group of forces,0
shchebry,shchebry;щебри;щебры,village,Q4528442,"[33.782269, 51.60862]",sumy oblast,sever group of forces,0
hruzke,hruzke;грузское;грузьке,village,Q4150606,"[33.443794, 51.605148]",sumy oblast,sever group of forces,0
kaliuzhne,kaliuzhne;калюжне;калюжное,village,Q4210630,"[33.944321, 51.59866]",sumy oblast,sever group of forces,0
tulyholove,tulyholove;тулиголове;тулиголово,village,Q4465118,"[33.6537315, 51.5941611]",sumy oblast,sever group of forces,0
semenivka,semenivka;semenovka;semenyvka;semionovka;semyonovka;семенівка;семёновка,village,Q4415899,"[33.874969, 51.59248]",sumy oblast,sever group of forces,0
retyk,retyk;ретик,hamlet,Q4393689,"[33.509022, 51.594498]",sumy oblast,sever group of forces,0
mostyshche,mostyshche;мостище,hamlet,Q4304601,"[33.406296, 51.591263]",sumy oblast,sever group of forces,0
artiukhove,artiukhove;артюхове;артюхово,village,Q4070376,"[33.376633, 51.58918]",sumy oblast,sever group of forces,0
reutyntsi,reutyntsi;реутинцы;реутинці,village,Q4393756,"[33.286537, 51.583939]",sumy oblast,sever group of forces,0
cherneve,cherneve;черневе;черневое,village,Q4513360,"[34.009209, 51.58287]",sumy oblast,sever group of forces,0
